Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,60.9161028,61.6849524,62.453802,63.1930148,63.9322276,64.6714404,65.4106532,66.149866,66.6612806,67.1726952,67.6841098,68.1955244,68.706939,68.5518106,68.3966822,68.2415538,68.0864254,67.931297,68.0166568,68.1020166,68.1873764,68.2727362,68.358096,67.595233,66.83237,66.069507,65.306644,64.543781,63.7518708,62.9599606,62.1680504,61.3761402,60.58423,61.4239868,62.2637436,63.1035004,63.9432572,64.783014,65.6797046,66.5763952,67.4730858,68.3697764,69.266467,69.2493838,69.2323006,69.2152174,69.1981342,69.181051,69.532983,69.884915,70.236847,70.588779,70.940711,71.2996732,71.6586354,72.0175976,72.3765598,72.735522,72.9891916,73.2428612,73.4965308,
American Samoa,ASM,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,57.3197878,58.1326724,58.945557,59.3660846,59.7866122,60.2071398,60.6276674,61.048195,61.2545718,61.4609486,61.6673254,61.8737022,62.080079,62.3869002,62.6937214,63.0005426,63.3073638,63.614185,64.268063,64.921941,65.575819,66.229697,66.883575,67.3452282,67.8068814,68.2685346,68.7301878,69.191841,69.5250534,69.8582658,70.1914782,70.5246906,70.857903,71.2752686,71.6926342,72.1099998,72.5273654,72.944731,73.3952676,73.8458042,74.2963408,74.7468774,75.197414,75.6704974,76.1435808,76.6166642,77.0897476,77.562831,77.8183046,78.0737782,78.3292518,78.5847254,78.840199,79.1380638,79.4359286,79.7337934,80.0316582,80.329523,80.5200758,80.7106286,80.9011814,
Australia,AUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,67.2389336,67.2337108,67.228488,67.1586926,67.0888972,67.0191018,66.9493064,66.879511,67.2330624,67.5866138,67.9401652,68.2937166,68.647268,69.3316384,70.0160088,70.7003792,71.3847496,72.06912,72.7465536,73.4239872,74.1014208,74.7788544,75.456288,76.0225806,76.5888732,77.1551658,77.7214584,78.287751,78.8959676,79.5041842,80.1124008,80.7206174,81.328834,81.7752382,82.2216424,82.6680466,83.1144508,83.560855,84.0226836,84.4845122,84.9463408,85.4081694,85.869998,86.1484436,86.4268892,86.7053348,86.9837804,87.262226,87.4604128,87.6585996,87.8567864,88.0549732,88.25316,88.4617664,88.6703728,88.8789792,89.0875856,89.296192,89.4942954,89.6923988,89.8905022,
Austria,AUT,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,64.9214286,65.3699088,65.818389,65.9693092,66.1202294,66.2711496,66.4220698,66.57299,66.8183036,67.0636172,67.3089308,67.5542444,67.799558,68.1747322,68.5499064,68.9250806,69.3002548,69.675429,69.9319708,70.1885126,70.4450544,70.7015962,70.958138,71.6257518,72.2933656,72.9609794,73.6285932,74.296207,74.7310674,75.1659278,75.6007882,76.0356486,76.470509,77.0605536,77.6505982,78.2406428,78.8306874,79.420732,79.9397272,80.4587224,80.9777176,81.4967128,82.015708,82.3394632,82.6632184,82.9869736,83.3107288,83.634484,83.9404668,84.2464496,84.5524324,84.8584152,85.164398,85.404899,85.6454,85.885901,86.126402,86.366903,86.5144186,86.6619342,86.8094498,
Azerbaijan,AZE,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,56.5702672,56.7338956,56.897524,57.0587548,57.2199856,57.3812164,57.5424472,57.703678,57.8319454,57.9602128,58.0884802,58.2167476,58.345015,58.3766584,58.4083018,58.4399452,58.4715886,58.503232,58.5566924,58.6101528,58.6636132,58.7170736,58.770534,58.8853738,59.0002136,59.1150534,59.2298932,59.344733,58.7194124,58.0940918,57.4687712,56.8434506,56.21813,56.9365586,57.6549872,58.3734158,59.0918444,59.810273,60.7352768,61.6602806,62.5852844,63.5102882,64.435292,65.0804196,65.7255472,66.3706748,67.0158024,67.66093,68.2120964,68.7632628,69.3144292,69.8655956,70.416762,71.209068,72.001374,72.79368,73.585986,74.378292,74.527948,74.677604,74.82726,
Burundi,BDI,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,29.3954118,29.7850554,30.174699,30.5687766,30.9628542,31.3569318,31.7510094,32.145087,32.334229,32.523371,32.712513,32.901655,33.090797,33.3274284,33.5640598,33.8006912,34.0373226,34.273954,34.3548324,34.4357108,34.5165892,34.5974676,34.678346,34.8074608,34.9365756,35.0656904,35.1948052,35.32392,34.8388926,34.3538652,33.8688378,33.3838104,32.898783,32.8401626,32.7815422,32.7229218,32.6643014,32.605681,33.909007,35.212333,36.515659,37.818985,39.122311,40.6150872,42.1078634,43.6006396,45.0934158,46.586192,47.5359656,48.4857392,49.4355128,50.3852864,51.33506,51.9521898,52.5693196,53.1864494,53.8035792,54.420709,54.9498872,55.4790654,56.0082436,
Belgium,BEL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,66.5843748,66.6487984,66.713222,66.8266692,66.9401164,67.0535636,67.1670108,67.280458,67.618533,67.956608,68.294683,68.632758,68.970833,69.394367,69.817901,70.241435,70.664969,71.088503,71.5637262,72.0389494,72.5141726,72.9893958,73.464619,74.0271622,74.5897054,75.1522486,75.7147918,76.277335,76.700013,77.122691,77.545369,77.968047,78.390725,78.7055924,79.0204598,79.3353272,79.6501946,79.965062,80.2522144,80.5393668,80.8265192,81.1136716,81.400824,81.7236462,82.0464684,82.3692906,82.6921128,83.014935,83.359634,83.704333,84.049032,84.393731,84.73843,84.9982084,85.2579868,85.5177652,85.7775436,86.037322,86.2686036,86.4998852,86.7311668,
Benin,BEN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,26.8470262,27.3303856,27.813745,28.3603348,28.9069246,29.4535144,30.0001042,30.546694,30.9727542,31.3988144,31.8248746,32.2509348,32.676995,33.1578204,33.6386458,34.1194712,34.6002966,35.081122,35.5129256,35.9447292,36.3765328,36.8083364,37.24014,38.5351888,39.8302376,41.1252864,42.4203352,43.715384,44.9541624,46.1929408,47.4317192,48.6704976,49.909276,49.6045926,49.2999092,48.9952258,48.6905424,48.385859,48.7269616,49.0680642,49.4091668,49.7502694,50.091372,50.8572162,51.6230604,52.3889046,53.1547488,53.920593,54.2979754,54.6753578,55.0527402,55.4301226,55.807505,56.1991798,56.5908546,56.9825294,57.3742042,57.765879,58.2126658,58.6594526,59.1062394,
Burkina Faso,BFA,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,21.4468634,22.0026232,22.558383,23.1514504,23.7445178,24.3375852,24.9306526,25.52372,26.1234642,26.7232084,27.3229526,27.9226968,28.522441,29.4157468,30.3090526,31.2023584,32.0956642,32.98897,34.6017024,36.2144348,37.8271672,39.4398996,41.052632,41.2813172,41.5100024,41.7386876,41.9673728,42.196058,41.9882342,41.7804104,41.5725866,41.3647628,41.156939,41.069166,40.981393,40.89362,40.805847,40.718074,41.363465,42.008856,42.654247,43.299638,43.945029,45.1068394,46.2686498,47.4304602,48.5922706,49.754081,50.6754834,51.5968858,52.5182882,53.4396906,54.361093,54.9984604,55.6358278,56.2731952,56.9105626,57.54793,58.180973,58.814016,59.447059,
Bangladesh,BGD,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,41.5550108,42.3341664,43.113322,43.7352424,44.3571628,44.9790832,45.6010036,46.222924,45.784509,45.346094,44.907679,44.469264,44.030849,45.427294,46.823739,48.220184,49.616629,51.013074,51.585176,52.157278,52.72938,53.301482,53.873584,54.5443936,55.2152032,55.8860128,56.5568224,57.227632,57.9579824,58.6883328,59.4186832,60.1490336,60.879384,61.7057988,62.5322136,63.3586284,64.1850432,65.011458,65.5414664,66.0714748,66.6014832,67.1314916,67.6615,68.1219062,68.5823124,69.0427186,69.5031248,69.963531,70.3720906,70.7806502,71.1892098,71.5977694,72.006329,72.2854146,72.5645002,72.8435858,73.1226714,73.401757,73.8115774,74.2213978,74.6312182,
Bulgaria,BGR,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,69.7133084,70.6640532,71.614798,71.7013958,71.7879936,71.8745914,71.9611892,72.047787,71.968917,71.890047,71.811177,71.732307,71.653437,71.4244348,71.1954326,70.9664304,70.7374282,70.508426,70.2139824,69.9195388,69.6250952,69.3306516,69.036208,68.7415438,68.4468796,68.1522154,67.8575512,67.562887,67.1790282,66.7951694,66.4113106,66.0274518,65.643593,65.4836956,65.3237982,65.1639008,65.0040034,64.844106,65.2785336,65.7129612,66.1473888,66.5818164,67.016244,67.2904462,67.5646484,67.8388506,68.1130528,68.387255,68.8321976,69.2771402,69.7220828,70.1670254,70.611968,70.793881,70.975794,71.157707,71.33962,71.521533,71.7985414,72.0755498,72.3525582,
Bahrain,BHR,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,43.1908014,45.0169762,46.843151,48.5192338,50.1953166,51.8713994,53.5474822,55.223565,56.5495358,57.8755066,59.2014774,60.5274482,61.853419,62.913129,63.972839,65.032549,66.092259,67.151969,67.9657102,68.7794514,69.5931926,70.4069338,71.220675,71.8398934,72.4591118,73.0783302,73.6975486,74.316767,74.8626374,75.4085078,75.9543782,76.5002486,77.046119,77.6167838,78.1874486,78.7581134,79.3287782,79.899443,80.4940336,81.0886242,81.6832148,82.2778054,82.872396,83.130305,83.388214,83.646123,83.904032,84.161941,84.4040066,84.6460722,84.8881378,85.1302034,85.372269,85.5500764,85.7278838,85.9056912,86.0834986,86.261306,86.4268584,86.5924108,86.7579632,
"Bahamas, The",BHS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,56.2466806,56.4080098,56.569339,56.3477094,56.1260798,55.9044502,55.6828206,55.461191,55.7062826,55.9513742,56.1964658,56.4415574,56.686649,57.2226146,57.7585802,58.2945458,58.8305114,59.366477,59.4494156,59.5323542,59.6152928,59.6982314,59.78117,60.185803,60.590436,60.995069,61.399702,61.804335,62.0445654,62.2847958,62.5250262,62.7652566,63.005487,62.9895636,62.9736402,62.9577168,62.9417934,62.92587,63.4337478,63.9416256,64.4495034,64.9573812,65.465259,65.8324172,66.1995754,66.5667336,66.9338918,67.30105,67.7022466,68.1034432,68.5046398,68.9058364,69.307033,69.852057,70.397081,70.942105,71.487129,72.032153,72.206665,72.381177,72.555689,
Bosnia and Herzegovina,BIH,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,55.8550062,56.6238466,57.392687,58.0362664,58.6798458,59.3234252,59.9670046,60.610584,61.2971236,61.9836632,62.6702028,63.3567424,64.043282,64.6516332,65.2599844,65.8683356,66.4766868,67.085038,67.2234398,67.3618416,67.5002434,67.6386452,67.777047,68.1750348,68.5730226,68.9710104,69.3689982,69.766986,68.7279322,67.6888784,66.6498246,65.6107708,64.571717,66.2390962,67.9064754,69.5738546,71.2412338,72.908613,73.3944114,73.8802098,74.3660082,74.8518066,75.337605,75.6904278,76.0432506,76.3960734,76.7488962,77.101719,77.598488,78.095257,78.592026,79.088795,79.585564,79.7822968,79.9790296,80.1757624,80.3724952,80.569228,80.8347556,81.1002832,81.3658108,
Belarus,BLR,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,63.9987792,64.8131876,65.627596,65.6662696,65.7049432,65.7436168,65.7822904,65.820964,65.5062618,65.1915596,64.8768574,64.5621552,64.247453,63.9503584,63.6532638,63.3561692,63.0590746,62.76198,62.325431,61.888882,61.452333,61.015784,60.579235,61.0494508,61.5196666,61.9898824,62.4600982,62.930314,61.6582532,60.3861924,59.1141316,57.8420708,56.57001,55.4229894,54.2759688,53.1289482,51.9819276,50.834907,50.7553156,50.6757242,50.5961328,50.5165414,50.43695,50.9780264,51.5191028,52.0601792,52.6012556,53.142332,54.5268106,55.9112892,57.2957678,58.6802464,60.064725,61.3982292,62.7317334,64.0652376,65.3987418,66.732246,67.1042564,67.4762668,67.8482772,
Belize,BLZ,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,55.4931386,56.4115068,57.329875,58.3436922,59.3575094,60.3713266,61.3851438,62.398961,63.2108742,64.0227874,64.8347006,65.6466138,66.458527,66.8976624,67.3367978,67.7759332,68.2150686,68.654204,69.1265422,69.5988804,70.0712186,70.5435568,71.015895,71.2744802,71.5330654,71.7916506,72.0502358,72.308821,71.660394,71.011967,70.36354,69.715113,69.066686,68.1634524,67.2602188,66.3569852,65.4537516,64.550518,64.7488514,64.9471848,65.1455182,65.3438516,65.542185,65.745683,65.949181,66.152679,66.356177,66.559675,67.1832836,67.8068922,68.4305008,69.0541094,69.677718,69.7993136,69.9209092,70.0425048,70.1641004,70.285696,70.5138886,70.7420812,70.9702738,
Bermuda,BMU,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,32.2110366,32.6621238,33.113211,33.6256856,34.1381602,34.6506348,35.1631094,35.675584,36.2495262,36.8234684,37.3974106,37.9713528,38.545295,39.1775394,39.8097838,40.4420282,41.0742726,41.706517,42.390065,43.073613,43.757161,44.440709,45.124257,45.8480224,46.5717878,47.2955532,48.0193186,48.743084,49.4920312,50.2409784,50.9899256,51.7388728,52.48782,53.2433368,53.9988536,54.7543704,55.5098872,56.265404,56.9568106,57.6482172,58.3396238,59.0310304,59.722437,60.3010882,60.8797394,61.4583906,62.0370418,62.615693,63.1359406,63.6561882,64.1764358,64.6966834,65.216931,65.5199404,65.8229498,66.1259592,66.4289686,66.731978,67.0747602,67.4175424,67.7603246,
Brazil,BRA,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,46.1721578,46.7797804,47.387403,47.9954146,48.6034262,49.2114378,49.8194494,50.427461,50.9301098,51.4327586,51.9354074,52.4380562,52.940705,53.3987748,53.8568446,54.3149144,54.7729842,55.231054,55.5060676,55.7810812,56.0560948,56.3311084,56.606122,56.8558704,57.1056188,57.3553672,57.6051156,57.854864,58.3655722,58.8762804,59.3869886,59.8976968,60.408405,60.9760146,61.5436242,62.1112338,62.6788434,63.246453,63.8011078,64.3557626,64.9104174,65.4650722,66.019727,66.5470248,67.0743226,67.6016204,68.1289182,68.656216,69.1860488,69.7158816,70.2457144,70.7755472,71.30538,71.6245066,71.9436332,72.2627598,72.5818864,72.901013,73.2415578,73.5821026,73.9226474,
Barbados,BRB,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,61.9366842,63.0270816,64.117479,64.5924536,65.0674282,65.5424028,66.0173774,66.492352,66.547478,66.602604,66.65773,66.712856,66.767982,67.2111328,67.6542836,68.0974344,68.5405852,68.983736,70.0143412,71.0449464,72.0755516,73.1061568,74.136762,74.2444228,74.3520836,74.4597444,74.5674052,74.675066,74.3840152,74.0929644,73.8019136,73.5108628,73.219812,73.4591342,73.6984564,73.9377786,74.1771008,74.416423,74.8350774,75.2537318,75.6723862,76.0910406,76.509695,76.8119988,77.1143026,77.4166064,77.7189102,78.021214,78.3207056,78.6201972,78.9196888,79.2191804,79.518672,79.6746522,79.8306324,79.9866126,80.1425928,80.298573,80.5085366,80.7185002,80.9284638,
Brunei Darussalam,BRN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,49.028176,50.27884,51.529504,52.7274204,53.9253368,55.1232532,56.3211696,57.519086,58.4346976,59.3503092,60.2659208,61.1815324,62.097144,62.7988172,63.5004904,64.2021636,64.9038368,65.60551,66.0175214,66.4295328,66.8415442,67.2535556,67.665567,67.9746652,68.2837634,68.5928616,68.9019598,69.211058,69.6122742,70.0134904,70.4147066,70.8159228,71.217139,71.7272284,72.2373178,72.7474072,73.2574966,73.767586,74.2034012,74.6392164,75.0750316,75.5108468,75.946662,76.161985,76.377308,76.592631,76.807954,77.023277,77.1022198,77.1811626,77.2601054,77.3390482,77.417991,77.5191812,77.6203714,77.7215616,77.8227518,77.923942,78.1299688,78.3359956,78.5420224,
Bhutan,BTN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,20.3499386,20.7172448,21.084551,21.7281946,22.3718382,23.0154818,23.6591254,24.302769,25.007521,25.712273,26.417025,27.121777,27.826529,28.5340722,29.2416154,29.9491586,30.6567018,31.364245,32.3571468,33.3500486,34.3429504,35.3358522,36.328754,37.3347136,38.3406732,39.3466328,40.3525924,41.358552,42.4822594,43.6059668,44.7296742,45.8533816,46.977089,48.126726,49.276363,50.426,51.575637,52.725274,54.0101216,55.2949692,56.5798168,57.8646644,59.149512,60.3198198,61.4901276,62.6604354,63.8307432,65.001051,65.7031784,66.4053058,67.1074332,67.8095606,68.511688,69.0262748,69.5408616,70.0554484,70.5700352,71.084622,71.4703702,71.8561184,72.2418666,
Botswana,BWA,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,34.9406888,35.4883354,36.035982,36.4523352,36.8686884,37.2850416,37.7013948,38.117748,38.6930852,39.2684224,39.8437596,40.4190968,40.994434,41.7455206,42.4966072,43.2476938,43.9987804,44.749867,45.292751,45.835635,46.378519,46.921403,47.464287,47.4627292,47.4611714,47.4596136,47.4580558,47.456498,45.0206466,42.5847952,40.1489438,37.7130924,35.277241,34.1681924,33.0591438,31.9500952,30.8410466,29.731998,28.8520006,27.9720032,27.0920058,26.2120084,25.332011,27.558983,29.785955,32.012927,34.239899,36.466871,39.939153,43.411435,46.883717,50.355999,53.828281,55.8257166,57.8231522,59.8205878,61.8180234,63.815459,64.0521396,64.2888202,64.5255008,
Central African Republic,CAF,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,24.1897562,24.6808726,25.171989,25.8055434,26.4390978,27.0726522,27.7062066,28.339761,29.2692046,30.1986482,31.1280918,32.0575354,32.986979,33.8506574,34.7143358,35.5780142,36.4416926,37.305371,37.6534322,38.0014934,38.3495546,38.6976158,39.045677,38.85608,38.666483,38.476886,38.287289,38.097692,37.267562,36.437432,35.607302,34.777172,33.947042,32.5578084,31.1685748,29.7793412,28.3901076,27.000874,26.843945,26.687016,26.530087,26.373158,26.216229,26.80895,27.401671,27.994392,28.587113,29.179834,30.0331838,30.8865336,31.7398834,32.5932332,33.446583,34.3124528,35.1783226,36.0441924,36.9100622,37.775932,38.25218,38.728428,39.204676,
Canada,CAN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,68.3888184,68.5746672,68.760516,68.8999886,69.0394612,69.1789338,69.3184064,69.457879,69.6739182,69.8899574,70.1059966,70.3220358,70.538075,70.9249846,71.3118942,71.6988038,72.0857134,72.472623,73.1738454,73.8750678,74.5762902,75.2775126,75.978735,76.45525,76.931765,77.40828,77.884795,78.36131,78.7784246,79.1955392,79.6126538,80.0297684,80.446883,80.9025982,81.3583134,81.8140286,82.2697438,82.725459,83.07621,83.426961,83.777712,84.128463,84.479214,84.7480914,85.0169688,85.2858462,85.5547236,85.823601,86.1461852,86.4687694,86.7913536,87.1139378,87.436522,87.554987,87.673452,87.791917,87.910382,88.028847,88.2719362,88.5150254,88.7581146,
